GeneID	Annotation	wt	mutant#1	mutant#2	mutant#3
Zt87598	serine threonine- kinase rio2 | Zt87598	43.39	33.02	42.74	32.32
Zt87601	nadh-ubiquinone oxidoreductase 18 kda | Zt87601	181.52	198.97	150.94	141.66
Zt87605	kinase C | Zt87605	58.71	54.63	82.13	57.3
Zt87613	cis-3-chloroacrylic acid | Zt87613	389.41	243.8	52.35	205.16
Zt87626	asparaginase family | Zt87626	15.45	16.36	16.76	12.93
Zt87633	mitochondrial carrier | Zt87633	81.61	79.37	57.5	74.84
Zt87635	tyrosine phosphatase | Zt87635	20.26	14.57	21.65	13.85
Zt87640	dynein heavy chain | Zt87640	6.52	5.7	11.63	6.96
Zt87654	salicylate hydroxylase | Zt87654	0.33	0.28	0.14	0.22
Zt87659	integral membrane | Zt87659	42.37	56.11	1535.46	84.6
Zt87660	Heat shock | Zt87660	6.18	7.79	10.44	9.28
Zt87670	Ribokinase | Zt87670	19.24	20.81	20.55	22.4
Zt87682	alpha beta-hydrolase | Zt87682	68.89	60.1	211.07	54.82
Zt87683	cwf21-domain-containing partial | Zt87683	103.93	88.37	74.56	69.94
Zt87692	alpha beta hydrolase | Zt87692	162.12	173.85	115.36	122.43
Zt87695	Mandelate racemase muconate lactonizing enzyme domain-containing | Zt87695	24.27	21.69	44.11	21.68
Zt87701	et-dependent rRNA methyltransferase spb1 | Zt87701	39.57	34.36	39.01	39.84
Zt87705	glycoside hydrolase family 2 | Zt87705	18.26	20.04	14.85	20.47
Zt87715	cytochrome P450 | Zt87715	22.89	22.57	14.48	18.48
Zt87717	tartrate dehydrogenase | Zt87717	58.53	67.88	60.26	70.55
Zt87728	major facilitator superfamily partial | Zt87728	54.79	64.69	41.57	61.19
Zt87823	cell cycle control (Cwf23) | Zt87823	42.06	51.43	61.03	38.33
Zt87831	norsolorinic acid reductase | Zt87831	12.7	15.55	15.14	10.14
Zt87833	acyl- -dependent ceramide synthase | Zt87833	37.95	33.24	33.29	25.83
Zt87842	bifunctional 6-phosphofructo-2-kinase fructose-2,6-bisphosphate 2-phosphatase | Zt87842	31.28	42.23	32.71	51.68
Zt87870	aaa family atpase | Zt87870	84.72	73.68	303.18	64.28
Zt87900	Isochorismatase hydrolase [Aureobasidium namibiae CBS ] | Zt87900	5.64	11.7	5.31	6
Zt87907	sugar porter family MFS transporter | Zt87907	5.85	5.03	3.81	5.59
Zt87913	cystathionine gamma-synthase | Zt87913	17.43	15.67	14.54	16.82
Zt87952	n -glutamine methyltransferase mtq2 like | Zt87952	84.99	179.26	29.95	96.92
Zt87954	taurine catabolism dioxygenase | Zt87954	2.39	5.49	3.05	14.47
Zt87981	mitochondrial Fmp25 | Zt87981	69.83	37.54	41.64	52.62
Zt87993	transcription factor Cmr1 | Zt87993	5.02	5.65	3.61	35.48
Zt87994	ESC reductase | Zt87994	33.21	35.64	41.91	543.92
Zt87999	MFS general substrate transporter | Zt87999	23.37	412.17	3.86	86.59
Zt88000	phosphoglycerate mutase | Zt88000	4.42	5.32	14.94	5.22
Zt88011	ABC transporter CDR4 | Zt88011	17.19	11.31	17.72	19.07
Zt88038	transcription factor | Zt88038	74.82	82.6	82.33	59.48
Zt88062	ATP-dependent Clp protease proteolytic subunit | Zt88062	86.09	61.73	70.08	54.47
Zt88089	AAA family ATPase | Zt88089	39.55	20.96	38.34	41.91
Zt88095	40S ribosomal S20 | Zt88095	1243.48	1090.22	1298.32	1272.41
Zt88098	GTP cyclohydrolase I | Zt88098	18.33	16.08	13.82	16.64
Zt88104	calcium calmodulin dependent kinase | Zt88104	96.76	112.61	113.54	95.02
Zt88109	glucose-repressible Grg1 | Zt88109	3741.01	1751.16	6329.93	6767.43
Zt88113	CRAL TRIO domain-containing | Zt88113	94.34	72.62	110.61	93.19
Zt88121	pectin lyase a precursor | Zt88121	12	10.52	12.01	10.43
Zt88127	SMAD FHA domain-containing | Zt88127	20.7	17.23	21.26	15.56
Zt88148	vacuolar sorting-associated 51 | Zt88148	22.32	24.14	18.4	21.69
Zt88157	zinc alcohol dehydrogenase like | Zt88157	54.21	29.52	65.12	26.04
Zt88181	nicotinamide mononucleotide permease | Zt88181	29.94	30.54	30.34	26.79
Zt88187	DNA polymerase alpha subunit B like | Zt88187	51.91	48.12	36.8	36.33
Zt88201	aconitate hydratase | Zt88201	69.62	59.18	43.36	53.39
Zt88209	phthalate transporter like | Zt88209	2.4	2.77	2.37	5.07
Zt88216	mitochondrial carrier | Zt88216	53.29	50.44	50.59	48.66
Zt88222	phosphoethanolamine | Zt88222	30.19	27.4	36.11	32.25
Zt88242	acetolactate synthase small subunit mitochondrial precursor | Zt88242	102.58	91.97	54.92	85.69
Zt88246	glycosyltransferase family 22 partial | Zt88246	22.64	19.62	18.37	27.01
Zt88256	S-adenosyl-L-methionine-dependent methyltransferase | Zt88256	53.23	83.46	62.27	70.48
Zt88276	transmembrane alpha-helix domain-containing | Zt88276	127.83	157.41	149.46	130.26
Zt88310	short chain dehydrogenase | Zt88310	66.92	64.24	28.71	40.21
Zt88345	vacuolar fusion | Zt88345	33.64	27.22	30.78	29.24
Zt88369	2,2-dialkylglycine decarboxylase (pyruvate) | Zt88369	6.58	0.56	2.71	10.01
Zt88373	hydroxymethylglutaryl- lyase | Zt88373	28.57	33.83	22.28	27.98
Zt88378	exosome complex exonuclease RRP40 | Zt88378	32.75	45.63	26.88	39.79
Zt88390	hypothetical protein MYCGRDRAFT_88390 | Zt88390	43.51	30.01	30.4	33.56
Zt88401	hippurate hydrolase | Zt88401	31.92	36.06	23.29	33.82
Zt88424	c-24(28) sterol reductase | Zt88424	56.2	62.21	56.67	68.84
Zt88429	monoamine oxidase n | Zt88429	22.1	20.39	32.2	18.34
Zt88438	epoxide hydrolase like | Zt88438	25.34	18.22	90.84	21.37
Zt88442	APN2 DNA lyase apurinic apyrimidinic | Zt88442	16.06	13.88	16.98	16.66
Zt88443	mating type 1-1 | Zt88443	0.16	0.29	0.48	0.82
Zt88451	necrosis inducing | Zt88451	3.62	7.04	6.44	5.74
Zt88456	glycoside hydrolase family 13 | Zt88456	17.77	21.47	16.8	19.56
Zt88465	DFP-domain-containing [Aureobasidium namibiae CBS ] | Zt88465	34.58	29.78	24.4	34.94
Zt88477	Ketosamine-3-kinase | Zt88477	31.05	15.04	33.78	28.28
Zt88478	kinase domain containing | Zt88478	41.12	51.27	33.37	39.59
Zt88505	alpha beta hydrolase fold-3 domain containing | Zt88505	16.04	26.18	3.86	13.16
Zt88520	arsenical-resistance | Zt88520	7.56	5.05	3.47	5.2
Zt88521	arsenate reductase (Arc2) | Zt88521	3.8	1.66	2.24	3.21
Zt88532	hypothetical protein MYCGRDRAFT_88532 | Zt88532	10.92	20.2	27.84	0
Zt88584	hypothetical protein MYCGRDRAFT_88584 | Zt88584	4.07	7.35	5.42	3.61
Zt88585	UNC-50 family | Zt88585	16.14	14.72	14.87	13.85
Zt88586	hypothetical protein MYCGRDRAFT_88586 | Zt88586	6.4	13.62	7.27	8.98
Zt88592	glucose dehydrogenase | Zt88592	14.2	23.43	13.59	18.51
Zt88597	hypothetical protein MYCGRDRAFT_88597 | Zt88597	2.02	1.59	1.43	1.8
Zt88598	hypothetical protein MYCGRDRAFT_88598 | Zt88598	24.71	30.45	40.02	4.84
Zt88601	hypothetical protein MYCGRDRAFT_88601 | Zt88601	61.55	98.26	35.91	50.58
Zt88603	hypothetical protein MYCGRDRAFT_88603 | Zt88603	4.45	12.45	23.24	5.58
Zt88606	Podospora anserina S mat+ genomic DNA chromosome supercontig 6 [Scedosporium apiospermum] | Zt88606	10.49	19.8	4.12	14.52
Zt88611	hypothetical protein MYCGRDRAFT_88611 | Zt88611	12.67	13.26	13.17	15.62
Zt88613	hypothetical protein MYCGRDRAFT_88613 | Zt88613	0	0.02	0.02	0.06
Zt88614	hypothetical protein MYCGRDRAFT_88614 | Zt88614	4.51	5.27	4.39	4.39
Zt88617	purine-cytosine permease | Zt88617	9.14	9.06	10.33	12.89
Zt88619	hypothetical protein MYCGRDRAFT_88619 | Zt88619	2.83	2.74	4.27	2.84
Zt88620	hypothetical protein MYCGRDRAFT_88620 | Zt88620	0	0	0.18	0
Zt88622	hypothetical protein MYCGRDRAFT_88622 | Zt88622	0	0.06	0	0
Zt88623	hypothetical protein MYCGRDRAFT_88623 | Zt88623	0	0	0	0
Zt88624	hypothetical protein MYCGRDRAFT_88624 | Zt88624	0	0	0	0
Zt88627	hypothetical protein MYCGRDRAFT_88627 | Zt88627	3.6	6.98	2.42	4.97
Zt88628	hypothetical protein MYCGRDRAFT_88628 | Zt88628	0.13	0.1	0.09	0.08
Zt88629	hypothetical protein MYCGRDRAFT_88629 | Zt88629	0.08	0	0.08	0.07
Zt88630	hypothetical protein MYCGRDRAFT_88630 | Zt88630	14.75	17.36	9.25	12.4
Zt88639	hypothetical protein MYCGRDRAFT_88639 | Zt88639	2.09	2.4	389.5	4.18
Zt88640	RNAse III | Zt88640	0	0	1.11	0
Zt88641	hypothetical protein MYCGRDRAFT_88641 | Zt88641	0	0	0	0
Zt88642	hypothetical protein MYCGRDRAFT_88642 | Zt88642	0	0.03	0	0
Zt88643	hypothetical protein MYCGRDRAFT_88643 | Zt88643	0	0	0	0.08
Zt88644	Ca2+ calmodulin-dependent kinase | Zt88644	0.01	0.02	0.34	0.03
Zt88647	hypothetical protein MYCGRDRAFT_88647 | Zt88647	8.7	11.56	7.28	7.24
Zt88648	hypothetical protein MYCGRDRAFT_88648 | Zt88648	0.78	1.83	1.15	1.92
Zt88650	hypothetical protein MYCGRDRAFT_88650 | Zt88650	10.29	17.71	11.27	9.38
Zt88655	hypothetical protein MYCGRDRAFT_88655 | Zt88655	7.38	4.77	8.13	8.47
Zt88661	hypothetical protein MYCGRDRAFT_88661 | Zt88661	2.18	2.75	1.24	1.83
Zt88663	hypothetical protein MYCGRDRAFT_88663 | Zt88663	0.26	0.39	0.26	0.49
Zt88664	hypothetical protein MYCGRDRAFT_88664 | Zt88664	13.08	62.77	10.65	18.72
Zt88665	hypothetical protein MYCGRDRAFT_88665 | Zt88665	3.86	5.23	4.48	3.41
Zt88667	Zinc iron permease | Zt88667	75.1	97.76	52.07	96.04
Zt88671	hypothetical protein MYCGRDRAFT_88671 | Zt88671	12.98	11.67	8.42	7.45
Zt88674	hypothetical protein MYCGRDRAFT_88674 | Zt88674	38.69	3.87	7.67	11.45
Zt88680	hypothetical protein MYCGRDRAFT_88680 | Zt88680	13.69	16.6	16.58	18.76
Zt88691	clock-controlled 6 (CCG-6) | Zt88691	2.31	1.87	3.64	1.87
Zt88695	[Histoplasma capsulatum NAm1] | Zt88695	38.67	55.11	26.74	75.32
Zt88696	Carboxylic ester hydrolase | Zt88696	13.44	13.26	12.85	23.52
Zt88698	hypothetical protein MYCGRDRAFT_88698 | Zt88698	4.64	5.96	10.28	2.4
Zt88700	hypothetical protein MYCGRDRAFT_88700 | Zt88700	3.11	4.28	3.98	4.03
Zt88705	hypothetical protein MYCGRDRAFT_88705 | Zt88705	0.69	0.39	1.91	1.99
Zt88714	hypothetical protein MYCGRDRAFT_88714 | Zt88714	5.07	6.62	5	4.05
Zt88718	C2H2 finger domain-containing | Zt88718	10.38	15.01	15.11	13.64
Zt88725	hypothetical protein MYCGRDRAFT_88725 | Zt88725	2.1	5.62	2.62	5.84
Zt88732	hypothetical protein MYCGRDRAFT_88732 | Zt88732	6.04	7.53	4.35	7.4
Zt88743	hypothetical protein MYCGRDRAFT_88743 | Zt88743	17.86	16.65	28.92	18.17
Zt88745	Alcohol oxidase | Zt88745	28.6	31.59	24.46	21.58
Zt88749	glutathione-dependent formaldehyde-activating | Zt88749	902.66	1101.88	115.02	771.8
Zt88762	hypothetical protein MYCGRDRAFT_88762 | Zt88762	45.35	69.88	39.13	46.61
Zt88763	WD domain containing | Zt88763	17.88	18.38	20.21	19.11
Zt88767	nucleoside-diphosphate-sugar epimerase like | Zt88767	41.75	47.28	39.52	58.19
Zt88777	hypothetical protein MYCGRDRAFT_88777 | Zt88777	9.66	10.57	8.5	9.09
Zt88778	hypothetical protein MYCGRDRAFT_88778 | Zt88778	13.84	14.51	10.93	15.13
Zt88783	NEK kinase | Zt88783	3.95	5.05	4.37	7.73
Zt88790	hypothetical protein MYCGRDRAFT_88790 [Zymoseptoria tritici IPO323] | Zt88790	14.23	15.17	13.65	13.65
Zt88791	hypothetical protein MYCGRDRAFT_88791 [Zymoseptoria tritici IPO323] | Zt88791	27.98	44.2	19.91	24.81
Zt88794	hypothetical protein MYCGRDRAFT_88794 [Zymoseptoria tritici IPO323] | Zt88794	16.63	5.2	51.21	4.92
Zt88803	D-isomer-specific 2-hydroxyacid dehydrogenase family [Aureobasidium namibiae CBS ] | Zt88803	42.15	38.86	31.93	36.97
Zt88816	mao- [Talaromyces stipitatus ATCC 10500] | Zt88816	58.51	100.44	164.95	75.87
Zt88817	[Chaetomium globosum CBS ] | Zt88817	26.16	38.74	50.4	30.74
Zt88827	hypothetical protein MYCGRDRAFT_88827 | Zt88827	1.63	1.17	1.64	0.86
Zt88841	hypothetical protein MYCGRDRAFT_88841 [Zymoseptoria tritici IPO323] | Zt88841	49.56	60.15	59.78	52.57
Zt88845	hypothetical protein MYCGRDRAFT_88845 [Zymoseptoria tritici IPO323] | Zt88845	1.56	2.47	0.98	1.65
Zt88858	hypothetical protein MYCGRDRAFT_88858 [Zymoseptoria tritici IPO323] | Zt88858	52.73	54.31	28.89	27.78
Zt88859	kinase [Sphaerulina musiva SO2202] | Zt88859	5.13	6.86	4.81	4.92
Zt88868	ferric reductase-like transmembrane component [Zymoseptoria tritici IPO323] | Zt88868	1.03	1.62	1.37	2.66
Zt88879	Ca2+ calmodulin-dependent kinase [Zymoseptoria tritici IPO323] | Zt88879	2.62	3.26	25.22	2.09
Zt88884	probable E3 ubiquitin- ligase MGRN1 | Zt88884	2.96	5.68	29.9	4.71
Zt88889	glycoside hydrolase family 5 | Zt88889	3.72	3.89	5.89	6.96
Zt88895	Pc13g07250 [Penicillium rubens Wisconsin 54-1255] | Zt88895	175.41	198.68	93.96	294.73
Zt88903	hypothetical protein MYCGRDRAFT_88903 [Zymoseptoria tritici IPO323] | Zt88903	0	0.35	1.4	0.87
Zt88907	pentatricopeptide repeat-containing | Zt88907	21.99	21.39	38.52	17.44
Zt88911	[Pyrenophora tritici-repentis Pt-1C-BFP] | Zt88911	29.71	31.44	49.96	38.51
Zt88916	malate dehydrogenase like | Zt88916	10.48	33.78	5.92	59.74
Zt88924	P-loop containing nucleoside triphosphate hydrolase | Zt88924	33.67	31.98	40.24	29.74
Zt88926	btb poz | Zt88926	0.65	1.9	0.66	1.39
Zt88928	hypothetical protein MYCGRDRAFT_88928 [Zymoseptoria tritici IPO323] | Zt88928	16.11	18.8	51.29	16.05
Zt88929	F-box domain | Zt88929	8.39	13.54	42	9.87
Zt88932	hypothetical pathogenicity factor [Aspergillus fischeri NRRL 181] | Zt88932	1.3	4.33	1.18	3.13
Zt88936	hypothetical protein MYCGRDRAFT_88936 [Zymoseptoria tritici IPO323] | Zt88936	4.64	5.48	2.99	5.09
Zt88944	hypothetical protein MYCGRDRAFT_88944 [Zymoseptoria tritici IPO323] | Zt88944	0.72	1.93	1.45	1.59
Zt88946	TPT-domain-containing [Sphaerulina musiva SO2202] | Zt88946	49.99	74.68	34.92	40.16
Zt88949	hypothetical protein MYCGRDRAFT_88949 [Zymoseptoria tritici IPO323] | Zt88949	6.09	5.59	6.86	5.29
Zt88971	hypothetical protein MYCGRDRAFT_88971 [Zymoseptoria tritici IPO323] | Zt88971	6.53	4.92	3.79	3.54
Zt88982	Ca2+-modulated nonselective cation channel polycystin [Zymoseptoria tritici IPO323] | Zt88982	8.89	11.44	13.48	17.41
Zt88990	hypothetical protein MYCGRDRAFT_88990 [Zymoseptoria tritici IPO323] | Zt88990	2.03	2.87	4.29	1.72
Zt88991	hypothetical protein MYCGRDRAFT_88991 [Zymoseptoria tritici IPO323] | Zt88991	30.44	46.96	34.63	28.66
Zt89002	hypothetical protein MYCGRDRAFT_89002 | Zt89002	25.16	43.57	34.46	45.84
Zt89006	hypothetical protein MYCGRDRAFT_89006 [Zymoseptoria tritici IPO323] | Zt89006	43.42	49.79	26.45	30.05
Zt89011	transcription elongation factor spt6 | Zt89011	49.39	43.77	58.88	48.16
Zt89015	C2H2 finger domain [Trichophyton verrucosum HKI 0517] | Zt89015	31.63	41.97	12.8	40.35
Zt89020	hypothetical protein MYCGRDRAFT_89020 [Zymoseptoria tritici IPO323] | Zt89020	43.5	68.77	149.03	43.69
Zt89024	Mg2+ transporter -like Zinc transport | Zt89024	18.27	15.65	21.55	16.25
Zt89033	hypothetical protein MYCGRDRAFT_89033 [Zymoseptoria tritici IPO323] | Zt89033	33.24	29.27	45.56	28.76
Zt89042	WSC2 [Colletotrichum fioriniae PJ7] | Zt89042	37.37	38.28	25.74	32.91
Zt89043	ribosomal s15 | Zt89043	117.22	121.58	109.55	112.8
Zt89049	DUF862-domain-containing [Sphaerulina musiva SO2202] | Zt89049	15.02	17.57	14.74	17.16
Zt89053	bZIP transcription factor [Sphaerulina musiva SO2202] | Zt89053	151.64	73.69	105.35	132.49
Zt89063	hypothetical protein MYCGRDRAFT_89063 [Zymoseptoria tritici IPO323] | Zt89063	13.21	17.09	8.08	10.52
Zt89071	hypothetical protein MYCGRDRAFT_89071 [Zymoseptoria tritici IPO323] | Zt89071	16.08	18.81	14.86	17.82
Zt89072	hypothetical protein MYCGRDRAFT_89072 [Zymoseptoria tritici IPO323] | Zt89072	3.71	4.82	4.86	6.74
Zt89073	short-chain dehydrogenase reductase family | Zt89073	14.7	19.9	17.67	31.65
Zt89079	hypothetical protein MYCGRDRAFT_89079 [Zymoseptoria tritici IPO323] | Zt89079	0.25	0.24	0.18	0.07
Zt89085	hypothetical protein MYCGRDRAFT_89085 [Zymoseptoria tritici IPO323] | Zt89085	348.18	609.73	114.24	140.09
Zt89088	zearalenone lactonase [Neurospora crassa OR74A] | Zt89088	3.6	9.61	4.83	4.8
Zt89089	Ribosomal S13 | Zt89089	9.65	33.77	14.66	12.49
Zt89091	Metallo-dependent hydrolase [Sphaerulina musiva SO2202] | Zt89091	24.48	20.66	20.53	18.43
Zt89100	rad51 family DNA repair | Zt89100	10.42	13.51	15.38	12.27
Zt89108	kinase domain-containing | Zt89108	24.34	36.13	8.12	26.8
Zt89109	dna mismatch repair msh-2 | Zt89109	7.67	13.22	4.61	11.12
Zt89110	hypothetical protein MYCGRDRAFT_89110 [Zymoseptoria tritici IPO323] | Zt89110	9.93	18.65	16.81	12.85
Zt89112	hypothetical protein MYCGRDRAFT_89112 [Zymoseptoria tritici IPO323] | Zt89112	1.93	2.84	2.25	2.62
Zt89117	hypothetical protein MYCGRDRAFT_89117 [Zymoseptoria tritici IPO323] | Zt89117	2.39	3.47	1.55	4.99
Zt89119	amidohydrolase 2 [Sphaerulina musiva SO2202] | Zt89119	15.05	24.18	46.21	104.64
Zt89123	WD40 repeat | Zt89123	27.46	36.98	25.48	26.93
Zt89129	class II aaRS and biotin synthetase [Sphaerulina musiva SO2202] | Zt89129	25.24	23.43	22.49	23.29
Zt89139	integral membrane | Zt89139	3.55	8.62	2.8	6.05
Zt89144	hypothetical protein MYCGRDRAFT_89144 [Zymoseptoria tritici IPO323] | Zt89144	65.95	74.59	41.74	51.62
Zt89145	epoxide hydrolase [Sphaerulina musiva SO2202] | Zt89145	173.55	259.5	83.23	143.1
Zt89152	hypothetical protein MYCGRDRAFT_89152 [Zymoseptoria tritici IPO323] | Zt89152	8.97	15	7.16	10.61
Zt89155	high-affinity nicotinic acid transporter | Zt89155	11.08	28.65	7.72	38.41
Zt89156	high-affinity nicotinic acid transporter [Phialocephala scopiformis] | Zt89156	11.96	33.71	9.55	33.12
Zt89160	RCC1 BLIP-II | Zt89160	102	119.4	160.97	90.43
Zt89162	peptidase s41 family | Zt89162	2.21	2.26	13.16	2.28
Zt89163	hypothetical protein MYCGRDRAFT_89163 [Zymoseptoria tritici IPO323] | Zt89163	4.4	3.42	11.14	3.24
Zt89166	citrate synthase [Colletotrichum fioriniae PJ7] | Zt89166	27.46	25.88	22.72	20.39
Zt89167	choline dehydrogenase | Zt89167	4.2	4.97	3.65	3.72
Zt89169	Pc21g22320 [Penicillium rubens Wisconsin 54-1255] | Zt89169	2.16	1.45	1.23	0.95
Zt89175	SPO22-domain-containing [Paraphaeosphaeria sporulosa] | Zt89175	4.96	5.95	5.35	5.7
Zt89177	hypothetical protein MYCGRDRAFT_89177 [Zymoseptoria tritici IPO323] | Zt89177	3.66	3.48	4.3	3.5
Zt89178	hypothetical protein MYCGRDRAFT_89178 [Zymoseptoria tritici IPO323] | Zt89178	6.39	10.03	4.68	8.55
Zt89179	Lipoxigenase [Sphaerulina musiva SO2202] | Zt89179	1.85	2.76	2.38	2.18
Zt89182	serine threonine kinase [Trichophyton rubrum CBS ] | Zt89182	12.56	15.66	6.85	11.25
Zt89185	hypothetical protein MYCGRDRAFT_89185 [Zymoseptoria tritici IPO323] | Zt89185	0.87	4.02	1.23	3.6
Zt89189	hypothetical protein MYCGRDRAFT_89189 [Zymoseptoria tritici IPO323] | Zt89189	2.91	4.35	3.34	3.99
Zt89199	pseudouridine synthase | Zt89199	67.08	66.34	69.49	66.28
Zt89206	FMN-dependent oxidoreductase [Aureobasidium pullulans] | Zt89206	56.23	48.58	63.98	48.37
Zt89208	hypothetical protein MYCGRDRAFT_89208 [Zymoseptoria tritici IPO323] | Zt89208	9.54	16.51	8.88	13.79
Zt89219	[Pyrenophora tritici-repentis Pt-1C-BFP] | Zt89219	30.66	24.9	28.63	26.95
Zt89224	Gpi16 GPI transamidase component [Sphaerulina musiva SO2202] | Zt89224	108.54	108.49	87.33	84.69
Zt89225	hypothetical protein MYCGRDRAFT_89225 [Zymoseptoria tritici IPO323] | Zt89225	3.17	3.44	4.83	3.9
Zt89227	hypoxia up-regulated 1 | Zt89227	19.71	25.95	16.61	21.87
Zt89241	Meiotic expression up-regulated 26 [Fusarium oxysporum cubense race 1] | Zt89241	54.8	49.76	35.87	44.03
Zt89257	Methyltransferase type 11 like | Zt89257	15.28	10.05	70.21	6.56
Zt89261	hypothetical protein MYCGRDRAFT_89261 [Zymoseptoria tritici IPO323] | Zt89261	16.4	35.15	12.37	39.18
Zt89267	zinc finger [Zymoseptoria tritici IPO323] | Zt89267	132.03	132.36	82.51	87.54
Zt89270	-like cupin [Sphaerulina musiva SO2202] | Zt89270	5.49	7.17	33.56	6.14
Zt89276	hypothetical protein MYCGRDRAFT_89276 [Zymoseptoria tritici IPO323] | Zt89276	100.74	93.55	352.11	82.52
Zt89277	UV-endonuclease [Sphaerulina musiva SO2202] | Zt89277	9.65	5.43	7.45	10.08
Zt89280	hypothetical protein MYCGRDRAFT_89280 [Zymoseptoria tritici IPO323] | Zt89280	197.48	11.29	516.14	333.39
Zt89301	brct domain containing [Neofusicoccum parvum UCRNP2] | Zt89301	16.01	15.53	11.55	15.03
Zt89305	SOH1-domain-containing [Aureobasidium namibiae CBS ] | Zt89305	20.27	23.65	14.66	26.05
Zt89321	[Verticillium alfalfae ] | Zt89321	2.75	2.85	9.87	3.37
Zt89322	hypothetical protein MYCGRDRAFT_89322 [Zymoseptoria tritici IPO323] | Zt89322	6.7	17.09	11.88	8.79
Zt89326	[Pyrenophora tritici-repentis Pt-1C-BFP] | Zt89326	44.06	90.83	928.41	94.72
Zt89327	hypothetical protein MYCGRDRAFT_89327 [Zymoseptoria tritici IPO323] | Zt89327	39.36	45.59	44.91	37.67
Zt89342	glycosylphosphatidylinositol anchor biosynthesis 11 | Zt89342	54.34	72.13	48.84	48.3
Zt89374	C2H2 transcription factor | Zt89374	33.23	35.12	37.91	40.73
Zt89375	DUF821 domain-containing | Zt89375	14.64	18.43	15.74	28.64
Zt89376	sulfotransferase family | Zt89376	12.18	14.16	6.31	7.77
Zt89379	hypothetical protein MYCGRDRAFT_89379 [Zymoseptoria tritici IPO323] | Zt89379	1.69	1.95	1.63	1.52
Zt89384	hypothetical protein MYCGRDRAFT_89384 [Zymoseptoria tritici IPO323] | Zt89384	12.3	26.07	10.31	17.5
Zt89387	hypothetical protein MYCGRDRAFT_89387 [Zymoseptoria tritici IPO323] | Zt89387	29.87	48.4	31.81	51.95
Zt89415	transcription factor bzip | Zt89415	19.34	21.45	35.26	32.69
Zt89417	hypothetical protein MYCGRDRAFT_89417 [Zymoseptoria tritici IPO323] | Zt89417	23.15	35.32	20.79	22.53
Zt89428	PLC-like phosphodiesterase | Zt89428	19.21	17.86	27.24	17.47
Zt89429	seed maturation pm25 | Zt89429	7	6.61	6.42	10.66
Zt89451	related to mitochondrial outer membrane (Sam35) | Zt89451	43.14	50.23	32.59	34.92
Zt89454	Fe-S assembly co-chaperone | Zt89454	23.39	20.6	23.17	32.85
Zt89466	hypothetical protein MYCGRDRAFT_89466 | Zt89466	71.58	82.29	80.44	91.85
Zt89472	DUF1754-domain-containing protein | Zt89472	66.33	60.47	42.5	50.13
Zt89474	brct domain | Zt89474	28.93	22.68	17.94	20.77
Zt89476	hypothetical protein MYCGRDRAFT_89476 | Zt89476	16	25.29	10.18	30.73
Zt89478	short-chain alcohol dehydrogenase | Zt89478	61.56	59.36	62.49	66.84
Zt89487	hypothetical protein MYCGRDRAFT_89487 | Zt89487	2.93	2.15	2.88	2.45
Zt89490	F-box domain-containing | Zt89490	18.77	23.23	27.88	13.66
Zt89492	hypothetical protein MYCGRDRAFT_89492 | Zt89492	5.38	6.86	4.15	6.74
Zt89494	hypothetical protein MYCGRDRAFT_89494 | Zt89494	5.55	8.89	5.45	5.42
Zt89497	hypothetical protein MYCGRDRAFT_89497 | Zt89497	26.48	30.22	35.13	23.52
Zt89506	hypothetical protein MYCGRDRAFT_89506 | Zt89506	49.53	43.19	23.23	32.36
Zt89510	hypothetical protein MYCGRDRAFT_89510 | Zt89510	65.58	89.28	71.03	87.28
Zt89513	kinase | Zt89513	34.09	33.55	30.6	30.98
Zt89514	hydroxypyruvate partial | Zt89514	28.51	28.05	27.19	22.95
Zt89515	hypothetical protein MYCGRDRAFT_89515 | Zt89515	23.94	8.88	14.49	9.8
